t+AF8-degree+AF8-celsius,data,long,lat,hora,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
29.1,20161220,596806,8274962,202821,61.6,160.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596806,8274962,202821,29.1,61.6,160.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596806,8274962,202820,29.1,61.6,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596806,8274963,202822,29.1,61.6,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596806,8274963,202822,61.6,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596806,8274963,202822,29.1,61.6,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596806,8274962,202821,29.1,61.6,160.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202823,29.1,61.5,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202823,61.5,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202823,29.1,61.5,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202824,29.1,61.5,161.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202825,29.1,61.5,161.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202824,61.5,161.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202824,29.1,61.5,161.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202825,29.1,61.5,161.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202823,29.1,61.5,160.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202825,61.5,161.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202825,29.1,61.5,161.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202826,29.1,61.5,162.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202824,29.1,61.5,161.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202826,61.5,162.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202826,29.1,61.5,162.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202825,29.1,61.5,161.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202827,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202827,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202827,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202826,29.1,61.5,162.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202828,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202828,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202828,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202827,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202829,29.1,61.5,162.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596805,8274963,202829,61.5,162.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202829,29.1,61.5,162.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202828,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596805,8274963,202827,29.1,61.5,162.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202830,61.5,163.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202830,29.1,61.5,163.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202831,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202832,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202831,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202831,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202830,29.1,61.5,163.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202832,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202832,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202832,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202831,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202833,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202833,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202833,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202832,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202834,29.1,61.4,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202834,61.4,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202834,29.1,61.4,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202833,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202835,29.1,61.5,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596803,8274963,202835,61.5,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202835,29.1,61.5,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202834,29.1,61.4,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202833,29.1,61.4,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274963,202836,61.5,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202836,29.1,61.5,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202837,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596803,8274963,202835,29.1,61.5,163.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274963,202837,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202837,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202836,29.1,61.5,163.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202838,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274963,202838,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202838,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274963,202837,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202839,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202839,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202839,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202840,29.1,61.5,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202841,29.1,61.6,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202840,61.5,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202840,29.1,61.5,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202839,29.1,61.5,163.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202841,29.1,61.6,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202841,61.6,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202841,29.1,61.6,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202842,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202840,29.1,61.5,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202842,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202842,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202841,29.1,61.6,163.6,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202843,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202843,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202843,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202842,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202844,29.1,61.5,163,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596802,8274962,202844,61.5,163,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202844,29.1,61.5,163,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202843,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202842,29.1,61.6,163.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596801,8274961,202845,61.5,162.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274961,202845,29.1,61.5,162.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202846,29.1,61.5,161.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596802,8274962,202844,29.1,61.5,163,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596801,8274960,202846,61.5,161.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202846,29.1,61.5,161.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202847,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202848,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596801,8274960,202847,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202847,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202848,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202846,29.1,61.5,161.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596801,8274960,202848,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202848,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202847,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202849,29.2,61.4,160.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596801,8274959,202849,61.4,160.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202849,29.2,61.4,160.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202850,29.2,61.4,160.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274960,202848,29.2,61.4,161.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596801,8274959,202850,61.4,160.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202850,29.2,61.4,160.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202849,29.2,61.4,160.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202851,29.2,61.4,159.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596801,8274959,202851,61.4,159.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202851,29.2,61.4,159.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202850,29.2,61.4,160.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202849,29.2,61.4,160.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274959,202852,61.4,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274959,202852,29.2,61.4,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596801,8274959,202851,29.2,61.4,159.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202853,29.2,61.2,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274958,202853,61.2,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202853,29.2,61.2,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202854,29.2,61.2,158.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274959,202852,29.2,61.4,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274958,202854,61.2,158.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202854,29.2,61.2,158.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202853,29.2,61.2,159.5,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202855,29.2,61.2,158.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274957,202855,61.2,158.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202855,29.2,61.2,158.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202856,29.2,61.1,157.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274958,202854,29.2,61.2,158.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274957,202856,61.1,157.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202856,29.2,61.1,157.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202855,29.2,61.2,158.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202857,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274956,202857,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202857,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274957,202856,29.2,61.1,157.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202858,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596799,8274955,202858,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202858,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202859,29.1,61.3,153.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202857,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596799,8274954,202859,61.3,153.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202859,29.1,61.3,153.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202858,29.2,61.1,156.2,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274952,202900,29.1,61.3,152.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596799,8274952,202900,61.3,152.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274952,202900,29.1,61.3,152.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596798,8274952,202901,29.1,61.3,152.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202859,29.1,61.3,153.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.1,20161220,596798,8274952,202901,61.3,152.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596798,8274952,202901,29.1,61.3,152.4,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274952,202900,29.1,61.3,152.7,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202859,29.1,61.3,153.8,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596799,8274954,202908,60.6,152.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202908,29.2,60.6,152.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202909,29.2,60.6,154.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202910,29.2,60.6,155,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596799,8274954,202909,60.6,154.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202909,29.2,60.6,154.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202908,29.2,60.6,152.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202910,29.2,60.6,155,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596799,8274955,202910,60.6,155,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202910,29.2,60.6,155,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274955,202911,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274954,202909,29.2,60.6,154.3,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274955,202911,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274955,202911,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202912,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596799,8274955,202910,29.2,60.6,155,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274956,202912,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202912,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202913,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274955,202911,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274956,202913,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202913,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202912,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202914,29.2,61.2,156,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
29.2,20161220,596800,8274956,202914,61.2,156,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202914,29.2,61.2,156,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202913,29.2,61.3,155.9,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0,20161220,596800,8274956,202915,29.2,61.2,156.1,5.967011980827333,10.217343156469521,3.5035666676417367,25.773613763534325,54.53846443152709,0.0
